0,12
67,3
68,1
69,1
70,3
71,4
72,5
73,6
74,9
75,12
76,23
77,23
78,25
79,30
80,39
81,42
82,57
83,74
84,74
85,88
86,94
87,112
88,109
89,87
90,89
91,267
92,258
93,189
94,104
95,53
96,12
97,7
98,5
99,2
100,1
